ACT composite score,SAT total score,parental level of education,parental income,high school gpa,college gpa,years to graduate
30,2096,master's degree,91426,4.0,3.4,8
31,1961,some high school,62827,3.9,3.6,4
27,2004,some high school,35369,3.8,3.3,6
29,2074,some college,86408,4.0,3.7,4
33,2254,some college,87281,4.0,4.0,3
28,1987,some college,81997,3.7,3.2,6
33,2310,bachelor's degree,102768,4.0,3.9,5
29,2121,master's degree,92641,4.0,3.6,4
24,1695,some high school,28980,3.0,3.1,5
25,1894,some college,51778,3.3,3.3,4
29,2048,some high school,27907,3.8,3.3,5
35,2358,master's degree,115767,4.0,4.0,5
29,2069,associate's degree,70289,3.9,3.5,4
26,2017,associate's degree,61356,3.7,3.6,3
29,2091,bachelor's degree,102357,3.9,3.4,5
34,2237,bachelor's degree,94384,4.0,4.0,3
32,2164,master's degree,76709,4.0,3.9,4
32,2236,bachelor's degree,108197,4.0,3.7,5
29,1968,some high school,36269,3.8,3.6,4
27,1827,high school,44030,3.3,3.0,6
26,1913,some college,82656,3.5,3.1,5
29,2106,bachelor's degree,102535,4.0,3.8,5
31,2159,some college,77849,4.0,3.6,8
27,1981,high school,73528,3.7,3.6,3
30,2099,some college,88312,3.9,3.8,6
30,1936,high school,56684,3.9,3.2,5
27,1990,bachelor's degree,91189,3.5,3.3,4
28,2008,some college,65130,3.8,3.4,4
30,2114,associate's degree,71803,4.0,3.1,5
29,2059,bachelor's degree,80065,3.9,3.3,7
34,2147,some college,102437,4.0,3.4,5
27,1757,high school,37822,3.2,3.0,5
25,1809,associate's degree,79417,3.4,3.2,5
28,2111,bachelor's degree,54453,3.9,3.0,9
29,1990,some high school,44258,3.7,3.2,5
33,2288,associate's degree,71945,4.0,3.7,6
30,2120,associate's degree,81876,4.0,3.6,4
30,2000,high school,49393,3.9,3.5,5
24,1661,high school,49908,3.2,3.3,5
26,1921,some college,48240,3.5,3.2,6
29,2020,associate's degree,67772,3.9,3.4,6
32,2165,bachelor's degree,85830,4.0,3.5,4
31,2053,high school,41238,4.0,3.6,4
26,1941,some college,73898,3.6,3.3,4
29,1881,associate's degree,110088,3.7,3.5,6
36,2310,bachelor's degree,97746,4.0,3.7,5
24,1873,bachelor's degree,54856,3.5,3.0,6
25,1928,high school,55481,3.4,3.2,8
26,1900,some high school,63017,3.3,3.3,8
30,2114,some college,59754,4.0,3.4,4
26,1817,some high school,46483,3.4,3.1,5
33,2095,high school,43848,4.0,3.5,5
27,1958,some college,60184,3.6,3.0,5
34,2198,high school,69215,4.0,3.9,6
29,2028,high school,58025,3.9,3.7,3
32,2277,associate's degree,40820,4.0,3.6,5
31,2079,associate's degree,72154,4.0,3.4,4
25,1760,some high school,42953,3.3,3.3,5
29,1952,some high school,65714,3.8,3.2,5
33,2169,some college,50034,4.0,3.3,8
27,1857,some college,56905,3.5,3.4,3
33,2220,associate's degree,70625,4.0,3.6,4
29,1890,high school,67730,3.5,3.3,7
31,2166,master's degree,99153,4.0,3.6,5
25,1774,high school,50324,3.3,3.5,3
31,2095,associate's degree,85061,4.0,3.7,4
31,2145,master's degree,106568,4.0,3.4,5
25,1856,high school,63552,3.4,3.2,5
34,2338,master's degree,119665,4.0,3.9,4
29,2006,associate's degree,77463,3.7,3.2,5
32,2263,bachelor's degree,103631,4.0,3.7,4
27,1751,some high school,40997,3.2,2.9,8
26,1885,some college,36599,3.5,3.3,4
27,1863,some college,57145,3.4,3.1,4
28,1964,some college,85694,3.7,3.3,4
27,2015,some college,81298,3.7,3.2,6
29,2068,some high school,26087,3.8,3.4,6
30,1989,associate's degree,88633,3.9,3.3,8
30,2050,some college,66423,3.9,3.5,4
32,2218,associate's degree,48537,4.0,3.3,5
25,1808,some college,79233,3.2,3.4,3
31,1989,associate's degree,51079,3.9,3.3,4
30,2043,some college,93867,3.7,3.7,3
30,2135,some high school,36912,4.0,3.4,7
36,2305,master's degree,81709,4.0,3.7,6
32,2152,associate's degree,77828,4.0,3.5,4
30,2085,associate's degree,54681,3.9,3.5,4
29,1999,high school,53998,3.8,3.3,4
33,2281,bachelor's degree,99656,4.0,3.4,5
28,2119,bachelor's degree,71996,3.9,3.2,5
31,2041,some college,57891,3.8,3.5,5
30,1963,some high school,65918,3.8,3.6,3
30,2070,master's degree,85837,3.9,3.5,5
29,2063,bachelor's degree,92197,3.9,3.5,4
25,1817,high school,48547,3.2,3.1,5
23,1587,high school,83618,2.8,3.3,6
29,2123,bachelor's degree,72619,3.9,3.5,4
31,2083,bachelor's degree,94988,4.0,3.5,7
32,2243,bachelor's degree,90847,4.0,3.6,5
31,2166,some college,71502,4.0,3.2,5
35,2295,master's degree,105437,4.0,3.9,3
29,2031,some college,79007,3.9,3.4,6
31,2183,bachelor's degree,88276,4.0,3.8,3
29,1947,master's degree,102824,3.7,3.5,4
31,2167,master's degree,78423,4.0,3.5,4
26,1781,some high school,38547,3.3,3.1,5
26,1911,some college,70729,3.7,3.5,4
31,2158,bachelor's degree,121340,4.0,3.9,3
26,1837,high school,62206,3.4,3.4,4
28,1911,associate's degree,84863,3.5,3.4,5
27,2012,bachelor's degree,90781,3.7,3.3,6
27,1950,bachelor's degree,82162,3.6,3.7,6
29,2025,some college,62115,3.8,3.2,4
26,1958,some college,58760,3.6,3.2,4
29,1973,associate's degree,78486,3.6,3.3,4
29,2178,master's degree,109838,4.0,3.9,3
33,2274,some college,68454,4.0,3.5,5
29,2094,bachelor's degree,77154,4.0,3.6,5
28,1966,associate's degree,78740,3.7,3.3,5
30,1955,some high school,53932,3.8,3.5,4
29,1965,some college,77617,3.8,3.3,4
33,2128,some high school,71606,4.0,3.5,7
25,1755,some high school,50155,3.2,3.3,6
28,1969,some high school,44871,3.6,3.5,5
29,2004,some college,67840,3.8,3.5,6
30,2056,master's degree,100462,4.0,3.4,5
31,2107,master's degree,95227,4.0,3.6,4
28,1941,bachelor's degree,101422,3.8,3.5,4
31,2138,bachelor's degree,94317,4.0,3.5,6
33,2223,master's degree,97521,4.0,3.9,5
25,1848,some college,60539,3.5,3.2,4
26,1931,some high school,46418,3.5,3.0,8
28,1973,high school,61349,3.7,3.4,5
28,1991,bachelor's degree,81448,3.9,3.5,4
34,2302,some college,52918,4.0,3.8,3
28,2070,master's degree,115307,3.9,3.7,5
24,1733,associate's degree,67396,3.2,3.0,5
31,2155,some college,68974,4.0,3.5,4
28,1868,associate's degree,70759,3.6,3.2,4
30,2009,high school,63785,3.7,3.0,5
30,1967,high school,78904,3.9,3.5,4
29,1937,high school,56540,3.7,3.1,8
28,2039,associate's degree,71632,3.8,3.5,8
28,1915,associate's degree,70704,3.5,3.2,4
27,1828,high school,53217,3.4,3.0,5
28,1961,some high school,44743,3.8,3.5,4
31,2139,some college,57790,4.0,3.7,4
26,1918,bachelor's degree,86093,3.5,3.3,4
24,1754,bachelor's degree,97504,3.3,3.2,5
28,1984,some high school,51724,3.8,3.2,5
26,1969,bachelor's degree,80335,3.5,3.3,6
26,1937,some high school,59577,3.6,3.6,3
28,2004,some college,82763,3.8,3.5,4
27,2007,some college,89208,3.7,3.7,3
27,1875,associate's degree,56149,3.5,3.1,7
30,2038,some college,65945,3.9,3.3,4
29,1859,some college,76067,3.7,3.6,5
31,2193,bachelor's degree,85378,4.0,3.4,5
31,2233,bachelor's degree,79978,4.0,3.5,4
26,1840,associate's degree,72920,3.3,3.0,9
34,2353,master's degree,89335,4.0,3.7,4
25,1850,some college,69658,3.4,3.1,7
30,2230,some college,58512,4.0,3.2,5
31,2160,some high school,73171,4.0,3.9,3
31,1976,associate's degree,60551,3.8,3.3,4
29,1933,associate's degree,24000,3.7,3.2,8
29,2049,bachelor's degree,77730,3.7,3.1,5
29,2028,some high school,41779,3.8,3.2,5
28,1994,some high school,44721,3.7,2.9,10
28,1965,bachelor's degree,57010,3.8,3.2,5
29,2104,bachelor's degree,110981,4.0,3.7,4
25,1885,associate's degree,84860,3.4,3.3,5
27,2051,master's degree,95208,3.7,3.3,5
30,1994,high school,71777,3.8,3.6,3
28,2043,some college,60216,3.7,3.1,7
24,1896,bachelor's degree,74966,3.4,3.0,8
33,2151,some college,97580,4.0,3.6,4
27,1905,some college,76252,3.6,3.3,4
26,1898,some high school,40986,3.4,2.9,6
29,2042,some college,88305,3.9,3.4,4
32,2163,some college,66054,4.0,3.2,5
26,1815,high school,39309,3.3,3.3,5
27,1873,some high school,58578,3.6,3.2,6
29,1890,some college,63378,3.6,3.4,6
27,1887,some high school,39839,3.5,3.4,4
29,2014,some college,69928,3.9,3.5,6
28,1815,some college,73757,3.4,3.2,4
32,2140,associate's degree,79765,4.0,3.2,5
25,1891,some college,65765,3.4,2.9,5
28,1905,high school,46023,3.5,2.7,7
30,2059,high school,34817,3.9,3.3,5
29,1984,high school,21029,3.6,3.1,8
31,2156,bachelor's degree,67719,4.0,3.2,5
24,1778,some high school,27556,3.1,3.1,5
27,1949,associate's degree,76497,3.7,3.7,3
30,2063,bachelor's degree,97990,3.9,3.7,3
26,1983,high school,53878,3.6,3.3,5
25,1785,high school,36299,3.2,2.9,6
25,1730,some college,79459,3.1,3.5,6
28,1907,high school,58192,3.6,3.6,3
28,2072,high school,57572,3.9,3.6,3
28,1879,high school,68094,3.3,3.2,4
32,2051,high school,39470,3.9,3.2,7
27,1745,some high school,43364,3.3,3.0,8
33,2210,some college,71846,4.0,3.4,6
31,2155,some college,87797,4.0,3.3,5
28,1970,some high school,54482,3.7,3.1,5
28,1899,associate's degree,77215,3.5,3.6,3
31,2220,bachelor's degree,68998,4.0,3.3,9
26,1941,bachelor's degree,108224,3.5,3.7,3
26,1996,bachelor's degree,64392,3.7,3.5,3
26,1787,some high school,72969,3.2,3.0,5
31,2096,master's degree,88167,4.0,3.4,4
25,1888,some college,86330,3.5,3.1,5
31,2182,some college,80731,4.0,3.7,4
29,2057,associate's degree,72959,3.9,3.2,5
30,2023,high school,18149,3.9,3.3,6
30,2132,master's degree,82675,4.0,3.7,3
30,2046,associate's degree,79070,4.0,3.3,8
26,1996,bachelor's degree,63517,3.7,3.3,5
32,2250,some college,82840,4.0,3.4,5
30,2125,bachelor's degree,86893,4.0,3.5,4
32,2109,associate's degree,62357,4.0,3.6,4
28,2001,master's degree,79735,3.8,3.4,6
28,1945,associate's degree,53506,3.6,3.2,4
33,2152,some college,56391,4.0,3.5,5
31,2200,high school,62143,4.0,3.6,4
30,2212,bachelor's degree,70817,4.0,3.1,9
29,1913,some college,75424,3.8,3.5,4
24,1657,high school,72469,2.9,3.1,4
31,2164,high school,48382,4.0,3.5,7
27,1975,some college,57671,3.7,3.1,9
29,2143,associate's degree,65047,4.0,3.5,5
27,1972,high school,62718,3.7,3.3,5
31,1982,high school,68005,3.8,3.1,7
28,2018,associate's degree,88488,3.7,3.4,7
27,1915,some high school,64073,3.7,3.2,5
30,2058,high school,60417,4.0,3.4,5
27,2036,master's degree,98250,3.8,3.3,6
31,2116,master's degree,108334,4.0,3.5,7
26,1963,bachelor's degree,78422,3.6,3.3,7
29,1992,bachelor's degree,58135,4.0,3.0,5
32,2169,high school,48584,4.0,3.5,7
25,1775,some high school,29052,3.2,2.9,5
26,1839,high school,63006,3.3,3.3,6
30,2220,bachelor's degree,54229,4.0,3.4,4
29,2032,some high school,25198,3.8,3.4,4
28,1918,associate's degree,61341,3.7,3.4,6
26,1905,high school,58323,3.4,3.2,6
26,1882,some college,70416,3.3,3.4,4
28,1930,some college,57195,3.6,3.3,4
31,2082,some college,66948,4.0,3.8,3
29,2053,bachelor's degree,86121,4.0,3.7,3
32,2084,some high school,34497,4.0,3.6,8
29,2026,some college,58285,3.9,3.3,5
31,2195,some college,43794,4.0,3.3,7
30,2196,master's degree,91335,4.0,4.0,5
23,1689,some high school,63047,3.1,3.2,8
27,1939,some high school,49882,3.5,3.0,6
27,1881,high school,30626,3.5,2.9,7
29,2007,associate's degree,85199,3.8,3.5,4
33,2233,master's degree,82941,4.0,3.6,4
30,2224,bachelor's degree,76752,4.0,3.6,8
31,2045,high school,66257,3.9,3.4,8
30,1991,high school,73299,3.8,3.0,8
27,1933,bachelor's degree,77518,3.5,3.6,3
30,2070,associate's degree,73249,4.0,3.5,6
31,2102,master's degree,75862,3.9,2.8,9
30,2110,some high school,38014,3.9,3.6,4
29,2044,high school,64439,3.9,3.3,6
30,2083,bachelor's degree,95407,4.0,3.6,4
29,2062,high school,61675,3.8,3.4,5
30,2057,some high school,47908,3.8,3.0,6
28,1863,some high school,28381,3.5,3.1,5
26,1846,some high school,82006,3.4,3.6,5
25,1799,some high school,45355,3.2,3.3,6
36,2289,bachelor's degree,93203,4.0,3.5,7
30,2036,bachelor's degree,68987,3.9,3.3,4
24,1885,associate's degree,59872,3.4,3.0,5
27,1925,some college,85345,3.6,3.5,3
31,2030,high school,76073,4.0,3.1,5
35,2347,master's degree,96816,4.0,4.0,3
25,1833,some high school,33066,3.4,3.1,7
27,1886,bachelor's degree,75601,3.5,3.3,4
28,1950,some college,75968,3.6,3.4,4
29,1913,associate's degree,71409,3.6,3.2,4
25,1900,some high school,52745,3.3,3.0,6
29,2014,high school,76255,3.8,3.6,3
35,2322,bachelor's degree,91853,4.0,3.5,6
31,2072,some college,76984,4.0,3.5,4
29,1997,some college,49126,3.8,3.1,6
32,2106,some college,87289,4.0,3.6,4
25,1785,some high school,68042,3.3,3.5,4
26,1801,high school,65522,3.2,3.2,5
25,1891,some college,55567,3.4,3.3,7
27,1878,some high school,28419,3.4,3.1,7
30,2095,associate's degree,55800,4.0,3.4,5
24,1784,some high school,53251,3.3,2.9,5
32,2128,high school,54367,4.0,3.5,6
30,2150,bachelor's degree,96114,4.0,3.5,4
29,1919,associate's degree,77921,3.8,3.5,5
30,1962,some high school,39933,3.7,3.0,6
29,2071,bachelor's degree,84811,3.9,3.5,4
33,2158,associate's degree,76445,4.0,3.3,5
27,2058,high school,82009,3.8,3.4,4
27,1964,some college,85682,3.5,3.2,4
29,2145,associate's degree,61808,3.9,3.4,4
33,2294,bachelor's degree,70303,4.0,3.8,4
31,2141,associate's degree,73486,3.9,3.7,3
28,2033,some college,61093,3.8,3.6,3
25,1866,associate's degree,72361,3.4,3.5,3
26,1872,high school,52710,3.4,2.9,8
30,2169,bachelor's degree,94478,4.0,3.7,3
28,1908,some high school,40708,3.6,3.5,4
27,1869,some high school,40090,3.4,3.2,5
23,1697,bachelor's degree,65113,3.2,3.2,5
34,2223,associate's degree,49054,4.0,3.4,6
30,2038,associate's degree,92815,4.0,3.8,7
30,1992,some high school,24154,3.8,3.1,5
27,1915,associate's degree,88786,3.5,3.6,7
27,1833,high school,31313,3.5,2.9,7
30,2131,master's degree,108294,4.0,3.7,5
29,2039,high school,78336,3.9,3.5,4
31,2313,master's degree,109166,4.0,3.7,5
25,1807,some high school,74394,3.2,3.0,5
28,1855,some college,55829,3.4,3.3,4
24,1752,high school,82158,3.1,3.2,5
29,1971,high school,71993,3.8,3.8,6
29,2016,some high school,36305,3.8,3.4,5
33,2333,master's degree,97424,4.0,3.8,7
26,1790,some high school,51914,3.4,3.6,5
30,2054,master's degree,97066,3.9,3.4,8
29,1955,high school,66593,3.8,3.4,4
29,2068,bachelor's degree,90351,3.9,3.8,3
27,1893,high school,68622,3.5,3.4,4
26,1895,bachelor's degree,83118,3.6,3.3,7
29,2016,associate's degree,60446,3.8,3.2,6
26,1909,some college,70810,3.6,3.2,4
32,2219,master's degree,91014,4.0,3.8,4
31,2141,high school,81607,4.0,3.2,6
27,1988,some college,44389,3.8,3.5,4
24,1814,some college,72571,3.4,3.3,4
26,1830,associate's degree,80610,3.4,3.3,4
30,2078,master's degree,77188,3.9,3.6,4
26,1894,some college,64736,3.3,3.4,3
29,2087,associate's degree,89082,4.0,3.6,5
26,1889,high school,55617,3.4,3.3,4
33,2339,master's degree,56549,4.0,3.3,6
26,1753,some high school,86894,3.1,3.3,5
24,1690,high school,51954,3.0,3.0,4
23,1665,some college,85347,3.0,3.4,6
33,2118,high school,69600,4.0,3.4,4
26,1884,high school,74182,3.4,3.1,5
31,2154,some college,57899,4.0,3.2,5
29,2001,high school,64369,3.7,3.5,4
28,2044,some college,52675,3.7,3.5,6
30,2011,bachelor's degree,57370,3.9,3.3,6
25,1833,associate's degree,42979,3.4,3.4,4
24,1822,some high school,58759,3.2,3.3,4
27,1902,some college,63995,3.4,3.2,4
27,1835,high school,52133,3.3,3.3,8
32,2102,high school,61375,4.0,3.1,5
26,1828,associate's degree,77303,3.3,3.5,7
24,1722,high school,74883,3.0,3.1,4
27,1850,high school,67386,3.5,3.1,8
23,1620,some high school,42984,3.0,2.7,6
29,2027,associate's degree,87456,3.8,3.6,4
26,1759,associate's degree,61666,3.3,3.0,5
31,2168,associate's degree,83541,4.0,3.5,5
26,1805,some high school,53411,3.3,3.0,7
28,1965,bachelor's degree,105834,3.7,3.5,4
32,2226,some high school,67465,4.0,3.2,5
30,2157,master's degree,86066,4.0,3.6,5
20,1610,some high school,41463,2.9,2.9,5
26,1841,high school,48692,3.2,3.0,9
22,1605,some high school,36927,2.8,2.8,9
25,1797,some high school,38020,3.4,3.1,5
30,1984,high school,15819,3.6,3.1,8
25,1791,some high school,33023,3.2,3.1,6
30,1951,associate's degree,66554,3.8,3.3,4
27,1861,some high school,43357,3.6,3.2,5
29,1953,some high school,55363,3.6,3.6,5
30,2070,associate's degree,74358,4.0,3.5,5
29,1894,high school,69689,3.5,3.6,3
28,1920,some college,83012,3.5,3.1,5
33,2170,some college,68176,4.0,3.5,4
29,2025,bachelor's degree,102318,3.7,3.3,5
27,1855,high school,41859,3.6,3.2,5
27,1930,some college,74744,3.6,3.5,5
28,1954,associate's degree,78927,3.7,3.8,3
30,2018,associate's degree,79023,4.0,3.5,5
33,2101,some college,77544,4.0,3.1,5
29,2154,some college,52661,4.0,3.4,5
32,2153,some high school,64123,4.0,3.4,5
27,1873,associate's degree,84152,3.4,3.5,7
30,2062,some high school,43302,3.9,3.2,5
30,2070,associate's degree,54133,4.0,3.3,4
29,2060,some high school,71774,3.8,3.6,4
31,2175,some high school,26360,4.0,3.4,4
30,2073,some college,73300,4.0,3.8,4
30,2148,associate's degree,91707,4.0,3.6,4
25,1923,some college,63249,3.4,3.4,3
29,2071,some college,58423,3.9,3.5,4
32,2122,high school,54618,4.0,3.4,8
26,1803,high school,85798,3.3,3.4,4
28,1908,some high school,61759,3.6,3.2,4
27,1858,high school,33162,3.5,3.2,5
30,2118,some college,82322,3.9,3.7,3
33,2167,some college,68037,4.0,3.7,6
25,1780,high school,28843,3.4,2.8,10
29,1915,high school,54916,3.6,3.3,4
30,2098,associate's degree,86006,4.0,3.5,4
25,1826,high school,53354,3.3,3.3,5
30,2106,some high school,59640,3.9,3.7,3
30,2052,some college,44558,4.0,3.4,5
24,1851,some high school,56006,3.2,3.4,3
29,1997,associate's degree,84838,3.7,3.5,4
29,2082,some high school,24477,3.9,3.4,4
31,2190,master's degree,84583,4.0,3.5,4
31,1939,some high school,32301,3.8,3.5,4
30,2061,some college,60185,4.0,3.2,5
28,1981,associate's degree,86224,3.6,3.4,4
29,1941,some college,88939,3.5,3.2,7
29,1933,bachelor's degree,86242,3.7,3.3,6
26,1899,high school,56284,3.6,3.2,4
31,2030,high school,78134,3.8,3.4,4
26,1887,high school,47080,3.3,3.1,6
29,2009,some college,53945,3.8,3.4,4
27,1949,some college,69650,3.6,3.4,4
31,2109,bachelor's degree,68623,4.0,3.4,5
32,2148,bachelor's degree,104455,4.0,3.9,4
30,2141,some college,62886,4.0,3.4,4
32,2173,some college,61142,4.0,3.8,6
29,1970,associate's degree,62299,3.7,3.3,5
26,1823,some college,30241,3.4,3.4,4
26,1864,bachelor's degree,99881,3.4,3.4,5
27,1921,associate's degree,73776,3.6,3.2,5
24,1855,high school,69690,3.3,3.4,7
31,2118,some college,51096,4.0,3.2,8
28,1917,some high school,29710,3.6,3.1,5
31,2065,bachelor's degree,77744,4.0,3.6,3
24,1760,some college,58465,3.2,3.1,4
30,2118,associate's degree,59691,4.0,3.3,4
30,2044,some high school,61809,3.8,3.3,6
26,1827,bachelor's degree,84060,3.4,3.6,3
29,1954,high school,56534,3.8,3.3,4
28,1970,associate's degree,61272,3.7,3.1,8
27,1904,some high school,54789,3.5,3.3,5
34,2126,high school,48454,4.0,3.6,6
31,1982,high school,44598,3.8,3.2,5
29,1983,associate's degree,63095,3.8,3.4,5
26,1810,some high school,45130,3.4,3.5,4
24,1794,some high school,33059,3.1,3.4,5
29,2077,associate's degree,57522,3.9,3.7,7
28,2068,bachelor's degree,108085,4.0,3.4,5
31,2273,bachelor's degree,62615,4.0,3.6,4
30,2021,high school,62499,3.7,3.1,5
29,1901,some college,51231,3.5,3.5,5
27,1943,some high school,63178,3.5,3.2,8
27,1944,some college,67292,3.5,3.6,3
26,1878,high school,60905,3.5,3.4,4
27,1903,high school,63955,3.6,3.5,8
28,2142,bachelor's degree,100657,4.0,3.2,5
25,1684,high school,48948,3.1,3.2,5
29,1992,some college,49434,3.8,3.6,6
32,2290,master's degree,72051,4.0,3.3,8
31,2103,high school,29914,4.0,3.2,6
25,1788,some high school,55527,3.3,3.2,5
25,1859,some college,68593,3.4,3.3,4
28,2115,some college,49474,3.9,3.3,9
26,1805,some high school,93672,3.3,3.1,5
29,2079,high school,71880,3.8,3.4,4
32,2150,associate's degree,67988,4.0,3.5,4
28,1940,high school,67427,3.7,3.5,4
28,1993,associate's degree,69525,3.6,3.2,4
31,2126,bachelor's degree,75982,4.0,3.1,5
33,2230,some college,87557,4.0,3.4,5
34,2150,some college,48798,4.0,3.5,5
29,1944,high school,47299,3.6,3.0,7
26,1892,some high school,57565,3.5,3.1,8
33,2239,associate's degree,74828,4.0,3.4,7
24,1856,associate's degree,69801,3.3,3.5,4
28,2047,some high school,77934,3.7,3.8,3
24,1696,high school,62301,3.1,3.3,5
29,1995,associate's degree,33953,3.8,3.2,6
31,2071,associate's degree,72759,4.0,3.7,5
30,2080,some college,66980,4.0,3.4,4
27,1968,high school,51557,3.6,3.4,4
31,2106,bachelor's degree,41025,4.0,3.1,5
28,2057,associate's degree,65670,3.9,3.4,8
28,1927,associate's degree,90309,3.5,3.3,4
30,2070,some college,71058,4.0,3.8,6
29,2019,high school,48131,3.9,3.6,6
29,2086,associate's degree,49206,4.0,3.4,5
27,1884,some high school,33222,3.6,3.5,6
29,2146,bachelor's degree,81872,4.0,3.4,6
33,2103,high school,26060,4.0,3.2,5
29,2018,high school,57759,3.8,3.0,5
32,2125,associate's degree,78891,4.0,3.6,4
28,1931,associate's degree,89961,3.8,3.5,4
27,1898,some college,82424,3.6,3.7,4
35,2318,bachelor's degree,85483,4.0,4.0,3
22,1665,high school,43857,3.0,2.6,8
30,2106,high school,39694,4.0,3.4,5
30,2173,master's degree,57043,4.0,3.5,4
26,1997,high school,34538,3.7,3.0,6
29,1920,high school,43692,3.7,3.3,5
32,2229,bachelor's degree,111666,4.0,3.8,8
29,2046,master's degree,79386,3.9,3.7,3
29,1995,associate's degree,53873,3.8,3.2,5
31,2239,some college,82486,4.0,3.4,7
28,2046,bachelor's degree,90298,3.8,3.5,6
30,1997,some college,67908,3.8,3.6,5
25,1849,some high school,45822,3.3,3.0,6
33,2114,some high school,64693,4.0,3.8,6
26,1915,master's degree,86295,3.5,3.3,4
28,1899,some high school,44010,3.5,3.1,6
26,1883,bachelor's degree,89715,3.6,3.5,4
21,1607,high school,59789,2.8,3.1,5
29,1975,some high school,53129,3.5,3.4,8
29,1987,master's degree,68309,3.7,3.1,5
31,2111,some high school,55432,4.0,3.6,3
28,1875,some college,45123,3.7,3.4,4
26,1891,some high school,64215,3.5,3.3,4
29,1993,some college,56601,3.8,3.1,5
33,2127,high school,68527,4.0,3.6,4
33,2177,associate's degree,71649,4.0,3.5,4
31,2079,some college,70801,4.0,3.6,4
29,1913,high school,62819,3.7,3.6,3
29,2031,associate's degree,75156,3.8,3.5,4
28,1940,some high school,26102,3.5,3.2,5
31,2083,some college,35549,4.0,3.5,4
28,1908,some high school,70022,3.6,3.5,4
27,1963,some high school,66910,3.5,3.4,4
31,2021,some college,81220,3.8,3.7,3
28,1867,some high school,34581,3.5,3.2,5
31,2195,associate's degree,40810,4.0,3.3,5
27,1910,some college,68197,3.6,3.6,3
28,2052,some college,76796,3.7,3.5,5
28,2017,high school,67180,3.7,3.5,4
25,1807,high school,88654,3.3,3.4,4
29,2001,some college,78346,3.6,3.2,6
31,2308,associate's degree,69100,4.0,3.9,3
29,2003,associate's degree,75595,3.8,3.7,4
29,1984,master's degree,80815,3.8,3.3,6
27,1926,associate's degree,64273,3.7,3.5,6
26,1948,some college,79496,3.5,3.5,6
27,1794,high school,62718,3.3,3.2,6
29,2023,high school,68897,3.8,3.1,5
30,2051,high school,65550,3.9,3.7,3
28,2004,some college,68659,3.7,3.1,5
25,1909,bachelor's degree,96119,3.5,3.5,7
30,2155,bachelor's degree,76923,4.0,3.7,6
29,2068,bachelor's degree,71146,4.0,3.4,4
29,1960,some college,67785,3.8,3.2,5
30,2074,associate's degree,84575,4.0,3.6,4
30,2035,some college,76561,3.9,3.4,6
28,2108,bachelor's degree,74012,4.0,3.4,6
32,2161,high school,59124,4.0,3.8,4
29,1910,some college,63576,3.6,3.5,3
31,2223,bachelor's degree,57921,4.0,3.5,4
32,2170,some college,53419,4.0,3.6,4
28,2005,some college,70546,3.8,3.1,5
33,2160,high school,72122,4.0,3.2,5
29,1888,high school,56225,3.7,3.3,4
28,2111,some college,62064,4.0,3.6,6
31,2202,some college,70552,4.0,3.8,3
28,2001,some college,53522,3.8,3.1,5
28,2006,bachelor's degree,99347,3.8,3.7,3
29,1979,associate's degree,61882,3.8,3.7,5
29,1872,high school,71988,3.6,3.3,4
29,2018,some high school,52382,3.9,3.7,4
22,1645,high school,51928,2.9,3.2,5
33,2083,some high school,57793,4.0,3.2,7
29,2117,high school,69628,3.9,3.5,6
30,2075,associate's degree,80786,4.0,3.6,4
35,2254,high school,65194,4.0,3.5,4
30,2154,some college,92660,4.0,3.7,6
25,1716,some college,45460,3.2,3.0,7
31,2024,high school,67931,3.9,3.5,5
27,1993,some college,77952,3.5,3.2,4
29,1920,some high school,62976,3.6,3.4,4
29,1897,some college,40586,3.5,2.7,8
32,2133,some college,63711,4.0,3.3,4
30,2055,associate's degree,65597,3.8,3.3,4
28,1999,bachelor's degree,64599,3.6,3.4,8
29,2126,master's degree,84281,3.9,3.4,5
32,2239,associate's degree,77383,4.0,3.4,5
33,2203,master's degree,81830,4.0,3.5,4
29,1993,associate's degree,98752,3.9,3.7,4
29,1977,some high school,28542,3.8,3.2,7
28,1910,some high school,40988,3.7,3.1,5
31,2205,some college,49072,4.0,3.4,5
25,1836,bachelor's degree,85841,3.4,3.2,4
30,2127,associate's degree,84298,4.0,3.6,4
30,1953,high school,72256,3.7,3.5,4
29,2030,high school,70048,3.8,3.5,8
30,1976,associate's degree,61006,3.8,3.4,4
33,2235,bachelor's degree,89882,4.0,3.8,3
28,1889,some college,76848,3.5,3.5,4
26,1801,some high school,58854,3.4,3.1,4
30,2107,some college,78382,4.0,3.4,4
25,1835,some college,80843,3.4,3.2,4
27,1949,associate's degree,74110,3.7,3.6,3
28,2035,master's degree,70382,3.7,3.0,5
31,2138,bachelor's degree,74557,4.0,3.5,8
32,2190,some high school,42733,4.0,3.3,5
29,2056,bachelor's degree,80760,3.9,3.5,4
26,1909,some high school,50783,3.6,3.3,4
29,1982,associate's degree,73783,4.0,3.0,7
27,1944,associate's degree,64112,3.6,3.4,4
32,2163,some college,81487,4.0,3.4,7
25,1840,some high school,46255,3.3,3.4,4
28,2010,high school,46279,3.8,3.2,7
30,2070,associate's degree,53787,4.0,3.1,7
26,1776,some high school,78440,3.3,3.3,6
32,2132,associate's degree,79712,4.0,3.6,4
30,2046,some college,68721,3.9,3.4,4
