ACT composite score,SAT total score,parental level of education,parental income,high school gpa,college gpa,years to graduate
24,1910,associate's degree,58543,3.4,3.4,6
29,1958,high school,37814,3.8,3.1,5
28,2008,associate's degree,44255,3.6,3.2,5
25,1798,high school,94636,3.3,3.2,5
32,2179,associate's degree,69847,4.0,3.4,4
29,1938,some high school,48718,3.7,3.2,8
29,1944,high school,51867,3.7,3.4,4
27,1972,high school,55782,3.6,3.3,4
22,1615,high school,73347,2.8,3.2,4
32,2176,bachelor's degree,58432,4.0,3.3,4
30,2167,bachelor's degree,77898,4.0,3.2,5
20,1658,associate's degree,78160,2.7,3.1,5
29,2083,bachelor's degree,72899,3.9,3.3,4
31,2094,high school,42472,4.0,3.3,5
32,2104,associate's degree,74203,4.0,3.4,5
29,2005,some high school,49412,3.9,3.2,8
31,2154,high school,85831,4.0,3.4,5
29,2079,associate's degree,75039,4.0,3.5,5
30,2073,bachelor's degree,122863,4.0,3.6,6
32,2104,associate's degree,98827,4.0,3.6,4
32,2129,associate's degree,95504,4.0,3.8,7
26,1903,some high school,81789,3.5,3.3,7
29,1926,some college,71604,3.6,3.4,4
32,2200,some college,91314,4.0,3.6,4
27,1871,associate's degree,58772,3.5,3.4,4
33,2087,high school,81991,4.0,3.9,6
31,1977,high school,71560,3.7,3.6,7
29,2004,associate's degree,90622,3.9,3.7,5
31,2069,some college,54655,4.0,3.4,4
27,1910,some high school,52698,3.4,3.4,4
28,1999,bachelor's degree,86389,3.9,3.7,4
31,2138,some college,61163,4.0,3.4,4
27,1957,some college,79099,3.6,3.3,4
27,1952,bachelor's degree,89180,3.7,3.5,5
29,1922,high school,64184,3.5,3.3,6
30,2051,some college,70205,4.0,3.5,4
27,1911,high school,44260,3.3,3.3,6
32,2074,some college,71866,4.0,3.6,4
27,1823,high school,70650,3.6,3.6,3
28,1950,high school,48516,3.5,3.4,6
26,1895,some college,65083,3.4,3.4,3
27,1849,some high school,57534,3.4,3.1,8
30,2123,associate's degree,75592,4.0,3.6,4
27,2047,some college,97261,3.9,3.5,5
28,2004,associate's degree,92352,3.8,3.5,5
30,2185,bachelor's degree,79972,4.0,3.5,4
32,2206,high school,20024,4.0,3.4,5
24,1667,high school,39033,3.1,3.3,4
25,1863,some college,47558,3.4,3.1,5
30,2056,associate's degree,78024,3.8,3.5,4
33,2210,some college,74048,4.0,3.5,4
28,1994,associate's degree,85486,3.7,3.4,5
22,1803,some college,56677,3.2,2.9,5
26,1763,high school,51327,3.3,3.1,5
31,2061,master's degree,76328,4.0,3.6,4
29,1958,some college,49711,3.6,3.2,5
27,1890,some college,71995,3.6,3.2,5
29,2006,high school,59447,3.8,3.1,5
27,1950,some college,58002,3.6,3.5,3
30,2011,associate's degree,56399,3.8,3.6,5
30,2098,bachelor's degree,82010,4.0,3.5,8
34,2270,some college,83954,4.0,3.7,5
30,1981,high school,34105,3.7,2.7,7
28,2063,bachelor's degree,90657,3.9,3.6,4
26,1900,some high school,31118,3.5,3.0,6
31,2083,some college,69176,4.0,3.4,4
30,2022,some high school,59669,3.9,3.5,4
29,2080,some college,76204,4.0,3.6,4
34,2306,some college,76983,4.0,3.6,4
24,1786,bachelor's degree,53265,3.3,3.1,4
28,2068,bachelor's degree,71764,4.0,3.4,4
24,1787,some college,65694,3.2,3.2,4
29,1989,some college,68837,3.8,3.0,5
34,2194,high school,54303,4.0,3.3,5
26,1954,some college,70499,3.6,3.6,3
25,1793,some high school,67013,3.1,3.4,4
29,2103,associate's degree,80205,4.0,3.6,5
25,1734,some high school,35831,3.2,3.3,4
31,2159,bachelor's degree,59213,4.0,3.1,7
30,2005,master's degree,90070,3.9,3.3,5
27,1871,some high school,49539,3.5,3.1,5
27,1980,some college,67955,3.7,3.1,5
27,2014,some college,44148,3.9,2.9,10
29,2060,associate's degree,83602,3.9,3.7,5
34,2337,bachelor's degree,80403,4.0,3.9,4
29,2062,high school,68524,3.8,3.6,4
29,1999,some high school,33708,3.8,3.5,4
29,2106,associate's degree,88631,4.0,3.3,6
30,2067,some college,43403,4.0,3.2,9
31,2128,associate's degree,96708,4.0,3.8,4
31,2106,high school,41888,4.0,3.5,7
29,1941,high school,58714,3.7,3.3,4
35,2238,master's degree,78837,4.0,3.7,6
28,2003,high school,64109,3.8,3.6,4
25,1848,associate's degree,74305,3.3,3.5,3
28,1985,some high school,59118,3.6,3.4,5
30,2146,associate's degree,100437,4.0,3.9,4
29,1960,high school,56655,3.7,3.3,4
28,2022,associate's degree,57463,3.7,3.0,6
23,1744,some college,87039,3.2,3.3,4
29,2069,master's degree,95791,3.8,3.4,4
29,1973,associate's degree,74964,3.7,3.4,4
30,2062,high school,70795,4.0,3.7,3
30,2060,some college,73558,3.7,3.0,5
28,1900,some college,59379,3.5,3.3,4
29,2096,associate's degree,90090,3.9,3.8,3
30,2082,bachelor's degree,72833,4.0,3.3,5
30,2081,some college,82288,3.8,3.4,4
30,2081,some high school,11226,3.9,3.2,5
27,2037,some college,71712,3.8,3.3,4
30,2160,associate's degree,62383,4.0,3.7,5
31,2106,some college,39888,4.0,3.4,5
28,1891,high school,55971,3.6,3.2,7
27,1907,some college,58273,3.4,3.2,4
26,1859,associate's degree,63582,3.5,3.4,8
31,2091,some college,66784,3.9,3.2,5
32,2063,associate's degree,58952,4.0,3.4,5
32,2091,high school,59370,3.9,3.7,3
27,2016,some college,74695,3.8,3.7,3
35,2214,high school,55574,4.0,3.4,7
29,1900,high school,60028,3.6,3.5,4
30,2078,some high school,25297,3.9,2.9,8
34,2233,associate's degree,83070,4.0,3.4,5
31,2127,some college,75725,4.0,3.3,5
28,1900,associate's degree,102194,3.6,3.3,5
28,1985,associate's degree,71152,3.9,3.6,4
29,2105,some college,52113,3.8,3.2,4
27,2001,some college,86373,3.8,3.2,8
29,2124,master's degree,86494,4.0,3.4,6
24,1758,some high school,17238,3.1,2.9,7
31,2199,some college,48966,4.0,3.1,9
32,2258,master's degree,102994,4.0,3.8,4
27,2062,bachelor's degree,65751,3.8,3.4,5
27,2015,associate's degree,69995,3.8,3.2,5
28,1973,associate's degree,93481,3.7,3.5,4
30,2001,high school,45527,3.7,3.1,7
23,1707,high school,59266,3.1,3.3,4
29,2023,some high school,64631,3.7,3.7,4
30,2077,some college,62626,4.0,3.2,6
25,1972,bachelor's degree,79410,3.7,3.3,4
34,2298,associate's degree,72830,4.0,3.5,4
30,2042,master's degree,82262,3.9,3.4,5
34,2316,bachelor's degree,79679,4.0,3.8,3
24,1836,associate's degree,83356,3.3,3.2,7
31,2146,master's degree,81892,4.0,3.3,8
30,1991,some college,73692,3.9,3.2,5
32,2209,some college,58014,4.0,3.5,7
29,1964,some high school,43814,3.6,3.0,6
24,1773,high school,49775,3.2,3.2,7
30,2087,some college,54184,4.0,3.1,5
25,1866,some high school,68824,3.4,3.3,4
30,2195,bachelor's degree,91328,4.0,3.6,4
31,2183,some college,55311,4.0,3.1,5
33,2275,bachelor's degree,96837,4.0,3.5,6
27,2038,bachelor's degree,95580,3.8,3.4,4
31,2106,some high school,64689,4.0,3.2,5
31,2219,some college,77319,4.0,3.3,5
28,2104,bachelor's degree,94431,4.0,3.2,5
28,1917,some college,55540,3.6,2.7,7
28,1945,master's degree,81355,3.6,3.3,4
28,2124,bachelor's degree,82248,4.0,3.5,4
31,2106,associate's degree,51944,4.0,3.3,6
25,1894,associate's degree,53115,3.4,3.0,5
24,1691,some high school,40308,3.0,3.0,5
22,1765,some college,78834,3.1,3.2,4
30,1951,high school,69144,3.8,3.4,5
27,1850,associate's degree,83580,3.5,3.6,7
25,1823,high school,55465,3.3,2.9,5
24,1819,some high school,50068,3.2,2.8,5
24,1841,bachelor's degree,78293,3.3,3.3,5
29,2039,associate's degree,66675,3.8,3.3,4
29,1976,high school,49550,3.6,3.2,5
28,2013,some college,113465,3.8,3.5,4
26,1790,high school,59104,3.3,3.0,6
31,2102,some high school,75901,3.9,3.5,5
23,1772,high school,59297,3.1,3.3,5
27,1937,some college,88955,3.5,3.2,5
28,2038,some college,75739,3.9,3.4,4
24,1773,high school,46932,3.2,3.2,5
33,2291,associate's degree,92027,4.0,3.7,4
29,2091,bachelor's degree,101395,4.0,3.5,4
30,1988,associate's degree,63152,3.9,3.2,5
30,2071,bachelor's degree,87558,3.9,3.7,3
28,1972,associate's degree,90227,3.6,3.5,5
29,1981,bachelor's degree,67626,3.8,3.0,5
27,1997,associate's degree,89207,3.6,3.2,6
30,2076,high school,65684,3.9,3.4,4
28,1889,high school,54573,3.5,3.3,4
23,1711,bachelor's degree,107643,3.1,3.2,4
26,1827,bachelor's degree,62037,3.4,3.4,5
28,2037,high school,49584,3.7,3.6,5
32,2260,bachelor's degree,107424,4.0,3.8,4
25,1892,high school,58426,3.4,3.1,8
22,1735,some high school,67124,3.0,2.8,5
30,2175,associate's degree,72976,4.0,3.8,3
30,2062,associate's degree,78100,4.0,3.7,5
30,2023,some high school,64386,4.0,3.5,4
27,1924,some college,48720,3.5,3.1,9
30,2093,some college,57472,4.0,3.6,3
30,2121,associate's degree,38734,3.9,3.3,5
26,1831,some high school,45427,3.5,3.1,5
23,1792,associate's degree,63441,3.3,3.0,9
26,1819,some high school,23468,3.2,3.2,6
29,1966,associate's degree,51264,3.7,2.9,7
26,1912,associate's degree,93840,3.6,3.5,5
28,1982,associate's degree,93947,3.7,3.4,5
27,1976,some college,77906,3.7,3.3,6
29,1928,associate's degree,74136,3.6,3.6,4
31,2134,high school,47175,4.0,3.4,5
31,2191,some college,75330,4.0,3.4,5
27,1943,some college,56072,3.7,3.2,5
28,1936,high school,70975,3.6,3.2,5
23,1726,some college,73550,3.1,3.2,4
34,2182,high school,54867,4.0,3.8,5
30,2028,bachelor's degree,64207,3.9,3.4,4
25,1709,some high school,43093,3.1,3.4,6
32,2179,some college,31653,4.0,3.1,6
28,1969,some college,77362,3.5,3.1,5
25,1925,some high school,55661,3.4,3.4,7
27,1943,associate's degree,89235,3.5,3.0,5
29,1891,high school,74132,3.6,3.5,4
30,2139,master's degree,81070,4.0,3.6,4
29,1874,high school,54560,3.5,3.6,3
27,1928,high school,69625,3.6,3.3,4
30,2077,master's degree,104361,4.0,3.7,4
35,2318,bachelor's degree,75262,4.0,3.7,4
31,2159,associate's degree,69835,4.0,3.5,4
25,1888,some high school,42410,3.3,2.9,6
25,1695,high school,73710,3.1,3.2,4
27,1933,high school,28651,3.7,3.3,5
28,2051,high school,35198,3.8,3.3,5
23,1834,high school,75776,3.3,3.3,4
32,2278,some college,38750,4.0,3.6,6
24,1910,some high school,54529,3.4,3.5,3
24,2011,some college,61786,3.7,3.6,3
33,2280,associate's degree,56486,4.0,3.9,3
27,1954,some college,78854,3.6,3.3,4
25,1883,some college,84680,3.4,3.3,6
29,2032,bachelor's degree,84793,3.9,3.3,6
29,2060,bachelor's degree,58163,3.9,3.1,8
24,1910,some college,77504,3.3,3.2,4
26,1771,associate's degree,86903,3.3,3.5,4
27,1909,some high school,55966,3.6,3.4,7
28,1992,associate's degree,80416,3.8,3.8,3
30,2028,associate's degree,89437,3.9,3.6,5
28,1957,some high school,50261,3.6,3.0,6
32,2135,high school,79656,4.0,3.4,5
25,1891,some college,41691,3.4,3.1,8
29,1956,high school,70538,3.7,3.6,3
33,2226,master's degree,100282,4.0,3.9,5
29,2063,some college,99488,3.9,3.5,6
26,1857,some college,83834,3.3,3.3,7
30,1943,associate's degree,74531,3.8,3.4,4
25,1896,some college,32194,3.5,3.2,5
26,1993,some college,60900,3.5,3.4,3
29,2069,associate's degree,67410,3.9,3.5,5
28,1991,associate's degree,80258,3.5,3.5,5
30,2076,high school,86516,3.9,3.8,3
30,2001,high school,50159,3.7,2.9,6
29,1989,associate's degree,91765,3.9,3.4,8
32,2035,associate's degree,76587,4.0,3.4,5
28,1993,some college,88299,3.8,3.5,5
31,2120,associate's degree,74730,4.0,3.6,4
29,2057,associate's degree,54901,3.9,3.4,4
27,1857,high school,73305,3.5,3.2,4
28,2028,some high school,55161,3.8,3.4,5
28,1976,bachelor's degree,69021,3.7,3.5,5
30,2032,associate's degree,65544,3.9,3.4,4
30,2185,some high school,60482,4.0,3.3,9
26,1947,some high school,42187,3.5,3.2,7
34,2286,associate's degree,71499,4.0,3.6,4
32,2119,master's degree,101359,4.0,3.8,6
22,1740,some high school,61538,3.0,3.1,4
29,2020,associate's degree,73401,3.9,3.3,4
25,1848,some college,73087,3.5,3.5,3
29,2056,bachelor's degree,90038,4.0,3.4,5
31,2229,bachelor's degree,58497,4.0,3.4,6
26,1916,some high school,37450,3.6,3.3,5
31,2028,high school,35424,3.9,3.5,4
28,2109,high school,88843,3.9,3.6,7
26,1860,high school,63325,3.4,3.0,5
29,1961,bachelor's degree,85625,3.8,3.3,8
25,1968,some college,54235,3.5,2.9,5
29,1966,high school,52247,3.8,3.2,6
28,1918,some college,56735,3.6,3.2,5
29,2061,high school,44554,3.9,3.5,5
30,2088,some college,53721,4.0,3.4,4
30,1986,some high school,41271,3.9,3.1,7
26,1803,high school,58631,3.3,3.0,5
29,2044,bachelor's degree,92629,3.9,3.5,6
26,1854,high school,48357,3.2,2.9,6
33,2074,some high school,28956,4.0,3.4,5
31,2098,high school,57992,4.0,3.7,3
33,2122,associate's degree,56097,4.0,3.7,3
33,2174,associate's degree,77816,4.0,3.2,5
34,2183,high school,46808,4.0,3.2,9
26,1861,high school,58521,3.5,3.3,8
34,2278,some college,87933,4.0,3.7,7
26,1816,some college,77023,3.5,3.0,5
31,2055,high school,45734,3.9,3.6,4
29,2091,bachelor's degree,112206,3.9,3.7,4
28,1936,high school,58534,3.7,3.4,4
25,1854,some college,75669,3.3,3.3,4
23,1817,some college,29588,3.3,3.2,6
33,2226,bachelor's degree,69980,4.0,3.6,7
31,2122,high school,55486,4.0,3.4,7
32,2139,associate's degree,78375,4.0,3.6,8
31,2032,high school,59668,3.9,3.5,4
32,2162,some college,59209,4.0,3.5,4
30,2067,master's degree,91796,4.0,3.8,4
26,1942,some college,66959,3.6,3.4,4
27,1902,some high school,62669,3.4,3.2,8
26,1964,bachelor's degree,71815,3.7,3.6,3
35,2263,master's degree,97333,4.0,3.7,4
25,1980,some college,63621,3.5,2.8,5
31,2115,associate's degree,50342,4.0,3.5,4
28,2001,high school,47772,3.7,3.3,5
33,2382,bachelor's degree,80025,4.0,3.7,4
31,2171,associate's degree,69990,4.0,3.2,8
26,1958,bachelor's degree,79277,3.5,3.1,6
34,2318,some college,69824,4.0,3.9,3
25,1784,high school,34020,3.4,2.9,6
29,1901,some high school,90398,3.6,3.4,4
23,1731,some high school,77044,3.0,3.3,4
27,2039,associate's degree,78393,3.8,3.4,5
26,1901,some college,73768,3.5,3.6,6
25,1846,some high school,52194,3.4,3.0,6
28,2044,bachelor's degree,86868,3.9,3.5,4
28,1841,high school,53097,3.4,3.3,7
30,2065,associate's degree,87746,3.9,3.2,5
32,2197,bachelor's degree,81338,4.0,3.7,3
33,2165,master's degree,98323,4.0,3.6,4
32,2248,bachelor's degree,91295,4.0,3.9,3
29,2059,high school,68075,3.8,3.8,3
28,1899,high school,62604,3.6,3.7,4
27,1929,some high school,43906,3.6,3.2,5
26,1849,some high school,86814,3.3,3.5,4
29,2051,some high school,76609,3.8,3.4,4
35,2350,bachelor's degree,65110,4.0,3.3,5
28,1946,some high school,37900,3.7,3.1,7
25,1868,some college,96229,3.2,3.3,4
30,2057,some college,74913,3.8,3.6,6
27,2046,some high school,41922,3.7,3.1,6
28,1887,some college,91422,3.7,3.6,7
29,1928,high school,60244,3.6,3.3,4
23,1652,bachelor's degree,86845,2.9,3.2,5
27,1972,some high school,12711,3.6,3.1,5
28,1961,high school,51361,3.7,3.5,4
24,1828,some high school,64200,3.3,2.9,5
29,2015,some college,49808,3.7,3.2,8
26,1814,some high school,46571,3.4,3.4,7
26,1889,some high school,42791,3.3,2.9,6
32,2165,some college,63672,4.0,3.2,6
35,2244,bachelor's degree,73118,4.0,3.8,3
29,1979,some high school,50673,3.8,3.3,4
35,2340,master's degree,113488,4.0,3.9,4
33,2129,associate's degree,58438,4.0,3.7,4
25,1998,bachelor's degree,81139,3.5,3.2,6
29,1999,some high school,23643,3.7,3.2,5
30,2129,high school,80908,4.0,3.5,4
25,1784,some high school,53514,3.3,3.4,3
26,1757,high school,62424,3.2,3.3,4
30,2028,associate's degree,57716,3.8,3.5,4
30,2112,some college,61175,4.0,3.2,5
30,2116,bachelor's degree,71354,3.9,3.6,3
32,2049,master's degree,68278,4.0,3.3,5
30,2141,some college,90505,4.0,3.8,4
28,2011,some college,80318,3.7,3.5,4
27,1997,some college,84339,3.6,3.3,4
31,2140,associate's degree,82427,4.0,3.5,6
30,2147,associate's degree,67348,4.0,3.8,4
29,1987,associate's degree,94134,3.8,3.4,6
23,1572,high school,41471,2.9,3.1,5
29,1974,some college,75024,3.9,3.2,5
29,1995,associate's degree,105876,3.8,3.6,5
25,1795,some college,77396,3.2,3.5,3
29,2076,bachelor's degree,58161,4.0,3.5,3
26,1933,associate's degree,62649,3.6,3.4,5
23,1800,high school,71289,3.1,3.4,4
22,1624,high school,64608,2.9,3.2,4
27,1836,some college,92060,3.5,3.0,5
28,1963,some college,44401,3.7,3.3,7
24,1774,some high school,34842,3.1,3.3,4
26,1812,high school,59293,3.4,3.3,5
31,2153,high school,75168,3.9,3.4,4
27,1937,high school,41061,3.7,3.4,9
28,1951,high school,23735,3.6,3.4,4
33,2244,some college,66597,4.0,3.3,8
24,1692,some high school,22123,3.0,3.0,6
25,1778,associate's degree,104014,3.2,3.2,5
25,1882,some high school,36245,3.4,3.2,7
27,1827,associate's degree,106358,3.5,3.4,7
31,2094,bachelor's degree,91591,4.0,3.7,6
25,1713,some high school,30269,3.1,3.0,5
23,1772,high school,46229,3.1,3.1,5
30,2133,associate's degree,72725,3.9,3.5,8
29,1916,high school,47815,3.6,3.6,7
27,1791,some college,105009,3.4,3.4,4
26,1848,some high school,38496,3.5,3.2,5
29,2032,associate's degree,90253,3.8,3.6,4
30,2076,high school,53033,3.9,3.1,9
32,2100,associate's degree,73141,4.0,3.3,5
27,2046,bachelor's degree,86586,3.8,3.7,3
31,2069,associate's degree,54227,3.9,3.7,5
29,1899,high school,78799,3.9,3.7,6
28,2014,some college,90118,3.9,3.3,6
29,1975,high school,38719,3.8,3.7,4
26,1853,high school,58005,3.5,3.5,3
27,1939,some college,46967,3.7,3.0,10
32,2166,bachelor's degree,101312,4.0,3.6,4
30,1965,high school,42109,3.7,3.3,8
30,2150,bachelor's degree,89314,4.0,3.6,4
29,2173,bachelor's degree,81779,4.0,3.3,6
29,2044,some high school,58219,3.8,3.3,4
24,1930,some college,66146,3.4,3.1,6
30,2115,bachelor's degree,102136,3.9,3.2,5
30,2004,bachelor's degree,78216,3.9,3.6,5
33,2159,some college,81967,4.0,3.5,4
28,1984,high school,57125,3.7,3.2,4
27,2028,master's degree,105085,3.8,3.4,7
32,2070,bachelor's degree,106873,4.0,3.6,4
26,1778,high school,70043,3.2,3.6,3
32,2052,some college,79558,4.0,3.4,7
29,2018,high school,49709,3.8,3.2,5
24,1852,some high school,49516,3.3,3.0,8
26,1891,some high school,62642,3.5,3.3,4
26,1987,bachelor's degree,85927,3.6,3.4,5
27,1869,high school,30372,3.5,3.0,6
30,2043,high school,51662,3.8,3.5,8
27,1980,high school,65883,3.7,3.6,3
30,2025,some college,36733,4.0,3.4,5
23,1729,some high school,52934,3.1,3.1,4
27,1915,some high school,69738,3.7,3.4,5
29,2036,bachelor's degree,102643,4.0,3.8,6
29,2017,some high school,60784,3.9,3.7,4
29,2028,some college,67450,3.8,3.7,4
28,2103,some college,69281,3.9,3.4,5
32,2338,master's degree,98957,4.0,3.7,5
30,1988,associate's degree,83856,3.9,3.4,8
25,1912,some college,81682,3.5,3.3,5
30,2064,associate's degree,73489,3.8,3.3,5
33,2271,bachelor's degree,95940,4.0,3.7,4
26,1799,high school,64251,3.3,3.3,4
33,2125,bachelor's degree,80720,4.0,3.5,4
31,2178,master's degree,85166,4.0,3.4,4
22,1543,some high school,41388,2.7,3.0,5
28,1940,bachelor's degree,78716,3.7,3.2,7
27,1972,associate's degree,102011,3.9,3.6,4
30,2041,associate's degree,82503,3.9,3.8,3
28,2048,high school,64800,3.9,3.7,3
25,1854,some college,86549,3.4,3.5,6
26,1883,bachelor's degree,97130,3.4,3.4,5
25,1764,some high school,46787,3.3,3.1,5
32,2162,some college,43299,4.0,3.4,7
30,2016,bachelor's degree,98632,3.9,3.8,6
27,2095,bachelor's degree,93842,3.9,3.5,4
28,1919,associate's degree,90868,3.5,3.2,7
26,1914,associate's degree,56800,3.7,3.5,4
25,1946,some college,74852,3.6,3.2,5
32,2106,bachelor's degree,85318,4.0,3.5,6
31,2085,associate's degree,39991,3.9,2.6,7
27,2044,some college,83493,3.7,3.5,4
29,1985,high school,59803,3.7,3.4,4
31,2094,bachelor's degree,77885,4.0,3.5,4
30,1938,high school,43256,3.8,3.4,5
28,1990,some high school,58877,3.7,3.3,7
27,1965,high school,58250,3.5,3.0,6
26,1920,some high school,63396,3.5,3.3,4
26,1861,associate's degree,96359,3.4,3.5,5
30,1990,high school,42755,3.8,3.5,4
32,2165,bachelor's degree,78633,4.0,3.6,5
36,2353,master's degree,101601,4.0,4.0,3
32,2163,associate's degree,69994,4.0,3.4,4
26,1968,some high school,58411,3.6,3.0,5
25,1823,some college,58367,3.4,3.2,4
28,2103,high school,50007,3.8,3.5,4
33,2196,associate's degree,84666,4.0,3.5,7
29,1941,some college,61613,3.8,3.2,4
29,2015,associate's degree,61902,3.8,3.6,3
30,2155,some college,39922,4.0,3.1,8
29,2046,some college,35415,3.9,3.1,5
33,2192,high school,27045,4.0,3.2,10
24,1840,some high school,52694,3.3,3.0,7
33,2212,some college,71822,4.0,3.6,4
28,1909,some college,45328,3.5,3.0,5
23,1750,some high school,70505,3.2,3.4,7
29,2025,bachelor's degree,81541,3.8,3.1,5
29,2023,some high school,45850,3.8,3.2,8
25,1835,high school,55869,3.3,3.2,4
30,1987,associate's degree,68779,4.0,3.4,4
27,1779,associate's degree,96521,3.3,3.5,4
30,2073,high school,45988,4.0,3.2,6
28,1835,some college,83685,3.4,3.0,5
32,2171,bachelor's degree,49128,4.0,3.3,5
31,2161,some college,84154,4.0,3.3,8
29,2092,associate's degree,92026,3.9,3.8,3
27,1879,some college,44157,3.4,3.3,4
28,2053,high school,77966,3.7,3.4,4
27,1849,high school,55320,3.4,3.3,4
28,1960,associate's degree,64640,3.8,3.2,7
32,2157,associate's degree,79505,4.0,3.5,6
28,2003,some high school,43799,3.7,3.3,6
30,2008,high school,70418,3.9,3.6,4
32,2112,some college,64508,4.0,3.5,4
27,1838,some college,69783,3.4,3.3,8
26,1902,bachelor's degree,65776,3.5,3.1,5
31,2149,master's degree,83239,4.0,3.5,4
31,2134,some high school,33700,3.9,3.3,5
32,2121,associate's degree,81136,4.0,3.8,4
27,1916,some college,55641,3.5,2.9,6
30,2040,high school,67465,3.9,3.5,5
30,2061,high school,60431,4.0,3.2,5
33,2170,associate's degree,78280,4.0,3.7,6
29,2033,some college,62244,3.8,3.4,5
29,2059,some high school,58641,3.7,3.2,8
31,2125,some college,66198,4.0,3.5,4
31,2122,bachelor's degree,93970,4.0,3.7,3
26,1900,high school,42053,3.4,3.2,7
24,1750,some college,74368,3.1,3.4,4
27,1941,some college,67598,3.5,3.5,7
29,2018,high school,69708,3.8,3.4,5
26,1851,associate's degree,69793,3.3,3.5,4
28,1958,some college,77417,3.6,3.5,6
30,2012,master's degree,80147,4.0,3.3,5
27,1857,high school,36512,3.4,3.0,5
33,2127,some high school,53370,4.0,3.1,8
27,1879,some college,58335,3.4,3.1,6
31,2175,associate's degree,34589,4.0,3.6,4
28,2051,associate's degree,63883,3.8,3.7,7
28,2005,some college,74558,3.6,3.2,4
25,1910,bachelor's degree,86564,3.6,3.2,5
32,2071,high school,50701,4.0,3.5,4
27,1808,some high school,63976,3.3,3.2,4
31,2178,associate's degree,104849,4.0,3.9,3
30,2138,associate's degree,44856,4.0,3.2,6
22,1645,some high school,75031,2.9,3.1,5
23,1801,associate's degree,61635,3.2,3.2,4
30,2106,some high school,21013,3.9,3.1,5
31,2151,associate's degree,84487,4.0,3.7,4
29,2030,master's degree,91703,3.9,3.5,4
31,2215,some college,82530,4.0,3.6,4
28,2017,some high school,59288,3.8,3.3,4
26,1931,master's degree,104525,3.5,3.4,5
28,1996,bachelor's degree,92117,3.7,3.6,3
27,1855,some high school,49273,3.5,3.4,4
29,1963,some college,73936,3.9,3.4,4
30,1998,associate's degree,67491,3.7,3.1,5
30,2108,associate's degree,59429,4.0,3.7,3
27,1884,high school,86269,3.6,3.6,4
26,1863,some high school,44081,3.5,3.1,5
28,1983,associate's degree,88520,3.5,3.4,5
34,2153,some high school,44667,4.0,3.4,7
25,1826,high school,63485,3.3,3.3,6
28,1875,associate's degree,87035,3.5,3.6,5
28,1881,high school,53221,3.5,3.1,4
28,2013,master's degree,96057,3.9,3.8,3
27,1841,some college,57355,3.6,3.5,5
30,2094,associate's degree,68231,4.0,3.4,4
34,2268,bachelor's degree,41128,4.0,3.6,7
26,1873,high school,39966,3.5,3.2,7
25,1967,high school,57540,3.6,3.4,4
26,1795,high school,53013,3.3,3.1,4
26,1817,some high school,37381,3.3,2.8,6
32,2134,bachelor's degree,59450,4.0,3.4,4
30,2100,some college,76825,4.0,3.5,6
29,2014,bachelor's degree,78213,3.8,3.4,4
28,1931,high school,49441,3.6,3.4,5
29,2058,some college,61710,3.9,3.4,5
34,2270,some college,81120,4.0,3.4,6
26,1937,bachelor's degree,99072,3.5,3.3,6
32,2081,high school,89432,4.0,3.6,5
31,2137,master's degree,82789,4.0,3.2,5
27,1865,some high school,57858,3.3,3.3,4
30,2122,bachelor's degree,73243,4.0,3.3,7
27,1992,high school,61098,3.6,3.5,4
30,2164,high school,40299,4.0,3.6,7
27,2007,some college,74979,3.7,3.5,5
28,1954,some college,54874,3.6,3.0,6
33,2244,associate's degree,70529,4.0,3.6,4
26,1876,some college,80849,3.5,3.1,5
29,2051,high school,41082,3.8,2.9,7
28,1857,high school,65712,3.4,3.5,5
27,1959,associate's degree,96906,3.5,3.4,8
25,1754,associate's degree,60161,3.2,3.2,4
30,2202,some college,77135,4.0,3.6,5
28,1958,some high school,45583,3.7,3.0,6
30,2047,some college,53574,3.9,3.7,4
29,2014,high school,38855,3.8,3.5,5
30,2056,high school,55382,3.9,3.4,4
26,1958,high school,83592,3.8,3.3,5
28,1977,high school,52349,3.7,2.9,5
27,1978,associate's degree,105153,3.7,3.3,5
30,2070,some college,66024,3.9,3.5,4
25,1767,some college,60309,3.2,2.8,5
28,1928,associate's degree,44064,3.6,3.4,6
30,2033,high school,57557,3.9,3.3,4
28,2069,bachelor's degree,85498,4.0,3.4,5
29,1925,associate's degree,78629,3.6,3.2,5
28,1958,some college,76315,3.6,3.5,6
24,1811,some high school,50277,3.2,3.3,4
29,1985,master's degree,98306,3.8,3.4,7
30,2176,associate's degree,68247,4.0,3.6,4
29,1997,master's degree,89871,3.9,3.3,6
27,1896,high school,46063,3.4,3.0,8
22,1593,some college,73292,2.8,3.2,4
28,1983,some high school,36583,3.7,3.0,6
27,2002,some college,39315,3.6,3.5,4
29,1924,high school,63799,3.6,3.3,4
31,2177,master's degree,92505,4.0,3.4,7
27,1931,some high school,52217,3.5,3.1,5
26,1914,some college,78025,3.6,3.6,3
27,1964,high school,58462,3.6,3.3,4
32,2150,master's degree,71922,4.0,3.6,8
35,2315,master's degree,71524,4.0,3.5,4
33,2272,bachelor's degree,85697,4.0,3.6,4
28,1999,some college,52808,3.7,3.3,8
30,2063,some college,84758,3.9,3.3,6
31,2089,some college,61577,3.8,3.1,5
26,1919,some college,41318,3.7,3.3,6
